SeniorCitizen,tenure,MonthlyCharges,TotalCharges,gender_Male,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaperlessBilling_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
1,-0.04040868016699513,0.8098051787501398,0.46023123458506665,True,True,True,True,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False
0,-0.08839998677862837,1.0086118335925698,0.5084867413819979,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False
0,0.9194174520656697,-1.3164687927007825,-0.20262906337070596,True,True,True,False,True,False,True,False,False,True,True,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False
0,-0.9042521991763934,0.4602138911126658,-0.5510186170253907,True,False,False,False,False,True,False,True,True,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False
1,-0.5683130528949608,0.6054633710915873,-0.19194730679189023,True,True,True,False,False,True,False,True,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True
0,-0.5683130528949608,-0.5726977894858988,-0.6655648732083461,False,True,True,False,False,True,True,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False
0,1.4953131314052686,-1.47329527635631,-0.3925232486860327,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True,True,False,True,False,False,True
0,-1.2881826520694595,-0.2134975289635141,-1.0433766645455897,True,True,False,False,True,False,False,False,True,False,True,False,True,False,False,True,True,False,False,True,False,True,True,False,True,False
0,1.3993305181820022,-0.9687195528333499,0.11013698977567969,True,True,True,True,True,False,False,True,False,True,False,True,False,True,False,True,True,False,False,False,True,False,True,False,False,True
0,0.7274522256191367,0.2839200082529486,0.8460967284637008,False,False,True,False,False,False,False,False,False,True,True,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True
0,0.8234348388424032,0.9181387101441466,1.4728439591780558,False,False,False,True,True,False,False,True,False,True,False,False,False,False,True,False,True,False,False,True,False,True,True,False,False,True
0,-0.42433913306006105,1.16214391469297,0.20586242408939098,True,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
0,-1.2881826520694595,-1.730736073159993,-1.2861696906962927,False,True,True,False,False,True,True,False,False,False,False,True,False,False,False,True,True,False,False,True,False,True,False,False,True,False
1,-1.3361739586810926,0.21870355475628955,-1.0141323001811795,False,False,True,False,True,False,False,True,True,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False,False,True
0,0.5354869991726038,0.9690421227614853,1.18802665409395,True,False,True,True,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,False
0,-0.3763478264484278,-1.67663778862958,-1.062983553366561,True,False,False,True,True,False,True,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False
0,0.3435217727260708,0.7744393843420604,0.8374379202554288,False,False,False,False,True,False,False,True,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False
1,-1.1922000388461929,-0.027291886290370278,-0.9354676639029282,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,True,True,False,False
0,0.5354869991726038,0.9902132512237968,1.2072313458985433,True,False,True,True,True,False,True,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True
0,-1.2401913454578262,-0.4911545347281885,-1.0503954200947836,False,True,True,False,False,True,True,False,True,False,False,True,True,False,True,False,False,True,True,False,True,False,True,False,False,True
0,1.4953131314052686,1.563306648405874,2.9230331145320387,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False
0,0.7274522256191367,-1.238675796101585,-0.44014877583732415,True,True,True,False,False,False,True,False,False,True,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False
0,-1.6721131049625253,0.5898645551788996,-1.293704517172145,True,True,True,True,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
0,1.4473218247936352,-0.14865149164713223,1.02014781307735,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False
0,-0.42433913306006105,0.550349374722585,-0.06529996824036419,True,True,False,True,True,False,True,False,False,True,True,False,True,False,True,False,False,False,True,False,False,False,True,True,False,False
0,0.3435217727260708,-0.23361657882656406,0.12582055120990795,False,True,False,False,False,True,True,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False
0,-0.23237390661352808,0.769938529083385,0.23798568225917005,True,True,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False
0,-0.9042521991763934,0.48147158777514054,-0.5471732317547111,True,True,True,False,True,False,False,True,False,True,False,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False
0,-0.1363912933902616,-0.4488040589235329,-0.34314257437846923,True,True,False,False,False,True,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False
1,0.4395043859493373,-0.8166430063411739,-0.2329874582030823,True,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True
0,1.5433044380169019,1.679136272078802,3.1098391613506604,True,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,True
0,1.3513392115703688,0.23997310820152723,-0.20262906337070596,True,True,True,True,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False
0,0.15155654627953782,-1.6648430042727982,-0.9386512703729494,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False
0,1.6872783578518016,-1.2596381568959572,-0.0930619468860338,False,True,True,False,False,False,False,True,True,False,False,True,True,False,True,False,True,False,True,False,True,False,False,False,True,False
0,0.583478305784237,0.4163612218264629,0.810738027598631,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,True,False,False,True,False,False,False,True,False,False
0,-0.6642956661182272,0.34910161859211825,-0.37553314464753096,False,False,True,True,False,False,True,False,False,False,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True
0,-0.8082695859531269,-0.07606821148511139,-0.6365251385894668,False,True,True,True,False,False,True,False,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False
0,-1.0962174256229265,0.46737172575326624,-0.7483920763947698,False,False,False,True,False,False,True,False,True,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False
1,0.8714261454540364,-0.9415989729491877,-0.1106512934122531,True,False,False,True,False,True,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True
0,1.3033479049587355,-1.5452312865029192,-0.5348605850921537,False,False,True,False,True,False,False,False,True,False,True,False,False,True,True,False,False,True,True,False,False,False,False,True,False,False
0,1.6392870512401683,0.45992397528406065,1.8513216508353119,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True,False
0,1.1113826785122027,1.0639781260242556,1.9326916052121734,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False
1,-0.18438260000189485,0.9016135839568711,0.34536441250676125,True,True,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False,False
0,-0.28036521322516134,-1.004642322674116,-0.6961545720194472,True,False,True,True,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False
1,1.3033479049587355,0.7827758780438442,1.8648744297090352,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False
0,-0.5683130528949608,-0.7614802819532405,-0.7430163315592461,True,True,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False
0,-0.23237390661352808,-0.1874171264132536,-0.25983084388637057,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False
0,-0.7122869727298605,1.2144961249937856,-0.12161784967497903,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
0,1.3993305181820022,-0.14963796296653645,0.9791661828234643,True,True,True,True,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False
0,-1.3841652652927259,0.9410951929516403,-0.9561942852269223,True,True,False,True,False,False,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True
0,-1.0962174256229265,-0.8244757100046743,-1.0434609991321424,True,False,True,True,True,False,False,True,True,False,False,False,True,False,False,False,True,False,False,True,True,False,False,False,False,False
0,-1.3361739586810926,1.3597933192117024,-0.837149140613214,True,True,False,True,False,False,False,False,False,True,True,False,False,True,False,False,False,True,False,True,False,True,True,True,False,False
0,0.1035652396679046,1.0492272024500051,0.766341621971234,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False
0,-0.616304359506594,-0.2572398461708853,-0.5591485295379126,False,False,False,False,False,False,False,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
0,-0.5203217462833275,-1.2057407084982517,-0.8936314971175294,True,True,True,True,False,True,True,False,False,True,False,True,False,True,True,False,False,True,False,False,False,False,True,False,False,False
0,-0.7602782793414937,-0.48680612333842876,-0.746043101330271,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
0,-0.5203217462833275,1.2485595331514219,0.133046478324111,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,True,False,True,False,False,True,False,False
0,-1.3841652652927259,-0.9359184601278938,-1.1981405417503626,True,False,True,False,True,False,False,True,True,False,True,False,True,False,False,True,True,False,False,True,False,False,True,True,False,False
0,-1.3841652652927259,-0.8604994725086272,-1.1956628977977917,False,False,True,True,True,False,False,False,False,True,False,True,True,False,True,False,False,False,False,True,False,False,False,True,False,False
0,0.055573933056271355,-1.6246857888731494,-0.9235028034184619,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True
0,-1.4321565719043592,1.5167496855224574,-0.944746559942016,False,True,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True
1,0.055573933056271355,1.2957674679870321,0.8585475205504152,True,True,False,True,False,False,True,False,True,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True
0,1.4473218247936352,1.1940266983518846,2.462187200517416,False,False,False,True,False,True,False,False,False,True,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True
0,-0.04040868016699513,-1.3886917149147002,-0.8127396665483955,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,True,False,False
1,-1.576130491739259,-1.2697978794589897,-1.323117320040258,False,True,False,False,False,True,True,False,True,False,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False
0,-1.5281391851276256,-0.14884595279109097,-1.2066749964603416,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True
0,-1.0962174256229265,-0.2581614515398051,-0.9073635109486544,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,True,False,False
0,0.15155654627953782,-0.2514173436238674,-0.20262906337070596,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,True
1,-0.5203217462833275,-0.32699939514147697,-0.5274689748527518,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,True,True,False,False,True,True,True,False,False
0,-0.42433913306006105,1.022746764414096,0.14577739751266305,False,True,True,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,True,False,False,False,True,True,False,False
1,-0.5683130528949608,1.7101392366319896,0.2545983875927737,True,True,False,False,True,False,False,True,False,True,False,True,True,False,False,True,True,False,False,False,False,False,False,False,True,False
0,-0.18438260000189485,0.30573669508823975,0.037329564396176934,True,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,True,True,False,True,False,True,False,True,False
0,-0.9042521991763934,1.5847567111268284,-0.2356726584783782,False,True,False,True,False,True,True,False,True,False,True,False,False,True,True,False,True,False,False,True,False,False,True,True,False,False
0,0.6314696123958702,0.1288706352173748,0.6260471231761493,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False,True
0,-1.1922000388461929,1.3268819828570229,-0.6711834849073808,True,True,False,True,True,False,False,False,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True
0,-1.2401913454578262,-0.26138114902912846,-0.20262906337070596,False,False,True,True,False,False,False,True,True,False,False,False,False,False,False,True,False,True,True,False,True,False,False,False,False,False
0,0.77544353223077,-1.350677775743961,-0.5100099037035625,False,True,True,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False
0,1.5433044380169019,1.1629858541211302,2.533770979842191,True,False,False,True,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,True,False,True,False
0,-1.7201044115741586,1.1588777936628125,-1.3204709365400138,False,False,True,True,False,False,True,False,True,False,False,False,False,True,False,True,False,True,False,True,False,False,True,True,False,False
0,1.3513392115703688,0.1374771042043379,1.2406070749986207,True,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
0,-0.3283565198367946,0.14175932607518987,-0.17868005308363097,False,True,False,False,False,False,True,False,True,False,False,True,False,True,False,True,True,False,False,True,True,False,True,False,True,False
1,0.6314696123958702,-1.6155104670541014,-0.772081285745609,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False
0,-1.3841652652927259,-1.489066392120638,-1.2732436035357027,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False
0,1.6872783578518016,1.1194169115327062,2.6621217370147106,True,True,False,False,False,True,False,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False
0,0.1035652396679046,0.0111879700102313,0.1167347350773086,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
0,-0.1363912933902616,1.3711028924048065,0.6679912933631068,True,True,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
0,-0.6642956661182272,1.4397143969717618,0.029604277987200105,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False
1,1.1113826785122027,-1.4817667363897473,-0.5157488764031045,True,False,False,False,False,False,False,False,False,True,True,False,True,False,True,False,False,False,False,True,False,False,True,True,False,False
0,1.3993305181820022,-1.3803044081816143,-0.33490662092131485,False,False,False,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,True,False
0,1.591295744628535,1.494701487462603,2.975130778352507,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False
0,-1.624121798350892,0.892154925407993,-1.2227545573324472,True,True,True,False,False,True,False,True,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False,False
1,0.77544353223077,0.3362041703379296,0.9314107249057209,True,False,True,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True
0,0.055573933056271355,-1.343980781731929,-0.7628216390856907,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False
0,-0.7122869727298605,1.3551417274941422,-0.06908930273674614,False,True,True,True,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True
1,-0.5683130528949608,1.0786164886562544,0.0031505303698814296,False,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True
0,0.4395043859493373,-0.8272607309800221,-0.24500059705228197,True,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,True,False,True,False,False,True
0,0.19954785289117108,0.773441171523754,0.6797303369173141,True,False,False,True,True,False,False,True,False,True,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False
1,-0.23237390661352808,-1.1719038448522265,-0.7699459997380836,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,True,False,True,False,True,False,False,False
0,-0.9042521991763934,0.5663707681382513,-0.5462875217095021,False,True,False,False,True,False,True,False,True,False,False,True,False,True,True,False,False,False,True,False,False,False,False,False,True,False
0,0.2475391595028043,1.6182479184144494,1.3176636736198992,False,False,False,True,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False
1,0.9674087586773029,-0.9443450498055951,-0.06934480788125463,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False
0,-1.3361739586810926,0.08490758792144652,-1.0257988284460482,True,True,False,True,True,False,False,True,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,True,False
0,1.0154000652889361,-0.34133973384990085,0.5155071279341972,False,False,False,True,True,False,False,True,False,True,False,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False
1,-0.5203217462833275,1.2730396366045107,0.1433876665063397,False,True,False,False,True,False,False,True,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False
0,1.4473218247936352,0.7075598122433909,1.9403616074295646,True,True,False,True,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,True,True,False,False,False
0,-1.576130491739259,-0.5073945843054093,-1.2623216701909736,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,False,True,False,False,False,True,True,False,False
0,-0.9042521991763934,-0.40778500990639777,-0.8077342092894225,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,True,False,False
0,1.0154000652889361,1.3304073329244692,2.0700501549337895,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,0.1035652396679046,1.0229472963949384,0.748973864231949,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
1,0.583478305784237,0.6954637543593624,1.0268522419590527,False,True,True,True,True,False,True,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True
0,1.4473218247936352,1.2570853138096512,2.521225318906829,True,False,True,True,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
0,-1.1442087322345595,0.0020463180519953105,-0.886591760964306,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,False
0,0.8234348388424032,1.2105774696912397,1.728122613614909,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True
0,-0.9522435057880267,0.06640564418465136,-0.7185752360033241,True,False,True,True,False,False,True,False,True,False,False,False,False,True,False,True,True,False,False,False,False,True,True,True,False,False
1,-1.7201044115741586,1.4981608519995668,-1.3282326021188318,False,True,True,True,False,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False
1,-1.4801478785159923,0.1059081883892266,-1.1515784565731302,False,True,False,False,True,False,True,False,False,True,True,False,True,False,False,True,False,True,True,False,False,False,True,False,False,True
0,-1.0482261190112931,0.19632249123782833,-0.7646387933834747,False,False,False,True,True,False,False,True,False,False,False,True,True,False,False,True,True,False,True,False,False,True,False,False,False,False
0,-0.08839998677862837,-0.4176892580306467,-0.2853625212386676,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
0,-1.7680957181857917,-1.0898943925289188,-1.3821912271460655,True,False,False,True,True,False,False,False,True,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,True,False
1,-0.08839998677862837,1.003986383712473,0.5138590334017813,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,True,False,False,True,True,False,False,False
0,-0.04040868016699513,0.057629117123465745,0.019822418255674237,True,True,False,False,False,False,False,True,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False
0,0.391513079337704,0.1819860553443481,0.46199702816069765,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,True,False,False,False,False,False,True,False
0,0.77544353223077,-0.6538662347764594,0.07855597072843207,True,True,True,True,False,False,True,False,False,True,False,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False
0,-1.1922000388461929,-1.2273490193960952,-1.1684552887691404,False,True,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False
1,0.391513079337704,1.619813017448868,1.4947134785685168,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
1,1.1113826785122027,-1.0170672177358329,-0.08076260276562626,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False
0,1.6392870512401683,1.1837999524061558,2.6825752807404832,False,True,False,False,True,False,True,False,False,True,True,False,False,False,False,True,False,True,False,True,False,False,True,True,False,False
0,1.3033479049587355,0.15768965054837747,1.2243743815414678,False,True,True,False,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False
0,0.19954785289117108,1.2645118448140344,1.0131015815518327,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
0,0.3435217727260708,-0.9498476643154785,-0.3766356342734928,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False
0,0.3435217727260708,-0.5494785966823423,-0.09386668094726439,False,False,True,True,False,True,True,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,True
0,0.6314696123958702,-0.23197653866831952,0.3312277575301758,True,False,False,True,False,False,True,False,False,True,True,False,False,True,False,True,False,True,True,False,False,False,False,False,False,False
0,-0.1363912933902616,0.05975894387420472,-0.04772016935549095,True,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True
0,0.77544353223077,-0.8987184955145889,-0.12189061560932095,True,False,False,True,False,True,True,False,False,True,True,False,True,False,True,False,True,False,False,True,False,True,True,False,True,False
0,-1.0002348123996598,1.011096790767072,-0.5139896330815653,False,True,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
0,-0.08839998677862837,-1.5605587072802973,-0.9321212881289664,False,True,True,False,False,True,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
0,1.3033479049587355,0.8288620383796386,1.905563190443177,False,False,True,True,True,False,False,True,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
0,0.4395043859493373,-1.5004433845747185,-0.743044708558217,False,True,False,True,False,True,False,True,True,False,False,True,True,False,True,False,False,False,False,False,False,True,True,False,True,False
0,1.6872783578518016,-0.9050482573390752,0.3234792444294089,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,True,False,False
